,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
73,2,ITA,luigi beccali,00:03:49.200,Athletics,1500m,Berlin,1936,men
95,0,USA,jesse owens,20.700,Athletics,200m,Berlin,1936,men
96,1,USA,matthew mackenzie robinson,21.100,Athletics,200m,Berlin,1936,men
97,2,NED,martinus osendarp,21.300,Athletics,200m,Berlin,1936,men
113,0,FIN,volmari iso-hollo,00:09:03.800,Athletics,3000m steeplechase,Berlin,1936,men
114,1,FIN,kaarlo jalmari tuominen,00:09:06.800,Athletics,3000m steeplechase,Berlin,1936,men
115,2,GER,alfred dompert,00:09:07.200,Athletics,3000m steeplechase,Berlin,1936,men
131,0,USA,glenn foster hardin,52.400,Athletics,400m hurdles,Berlin,1936,men
132,1,CAN,john wilfred loaring,52.700,Athletics,400m hurdles,Berlin,1936,men
133,2,PHI,miguel s. white,52.800,Athletics,400m hurdles,Berlin,1936,men
143,0,USA,archibald franklin williams,46.500,Athletics,400m,Berlin,1936,men
144,1,GBR,arthur godfrey kilner brown,46.700,Athletics,400m,Berlin,1936,men
145,2,USA,jimmy lu valle,46.800,Athletics,400m,Berlin,1936,men
160,0,,,39.800,Athletics,4x100m relay,Berlin,1936,men
161,1,,,41.100,Athletics,4x100m relay,Berlin,1936,men
162,2,,,41.200,Athletics,4x100m relay,Berlin,1936,men
170,0,,,46.900,Athletics,4x100m relay,Berlin,1936,women
171,1,,,47.600,Athletics,4x100m relay,Berlin,1936,women
172,2,,,47.800,Athletics,4x100m relay,Berlin,1936,women
178,0,,,00:03:09.000,Athletics,4x400m relay,Berlin,1936,men
179,1,,,00:03:11.000,Athletics,4x400m relay,Berlin,1936,men
180,2,,,00:03:11.800,Athletics,4x400m relay,Berlin,1936,men
186,0,FIN,gunnar höckert,00:14:22.200,Athletics,5000m,Berlin,1936,men
187,1,FIN,lauri aleksanteri lehtinen,00:14:25.800,Athletics,5000m,Berlin,1936,men
188,2,SWE,henry jonsson-kälarne,00:14:29.000,Athletics,5000m,Berlin,1936,men
209,0,GBR,hector harold whitlock,04:30:41.400,Athletics,50km walk,Berlin,1936,men
210,1,SUI,arthur schwab,04:32:09.200,Athletics,50km walk,Berlin,1936,men
211,2,LAT,adalberts bubenko,04:32:42.200,Athletics,50km walk,Berlin,1936,men
245,0,USA,john youie woodruff,00:01:52.900,Athletics,800m,Berlin,1936,men
246,1,ITA,mario lanzi,00:01:53.300,Athletics,800m,Berlin,1936,men
247,2,CAN,philip edwards,00:01:53.600,Athletics,800m,Berlin,1936,men
266,0,ITA,trebisonda valla,11.700,Athletics,80m hurdles,Berlin,1936,women
267,1,GER,anni steuer,11.700,Athletics,80m hurdles,Berlin,1936,women
268,2,CAN,betty taylor,11.700,Athletics,80m hurdles,Berlin,1936,women
273,0,USA,glenn edward morris,595,Athletics,decathlon,Berlin,1936,men
274,1,USA,robert hyatt clark,513,Athletics,decathlon,Berlin,1936,men
275,2,USA,john jack parker,371,Athletics,decathlon,Berlin,1936,men
308,0,USA,william kenneth carpenter,50.48,Athletics,discus throw,Berlin,1936,men
309,1,USA,gordon glover dunn,49.36,Athletics,discus throw,Berlin,1936,men
310,2,ITA,giorgio oberweger,49.23,Athletics,discus throw,Berlin,1936,men
347,0,GER,gisela mauermayer,44.26,Athletics,discus throw,Berlin,1936,women
348,1,POL,jadwiga wajsourna,42.89,Athletics,discus throw,Berlin,1936,women
349,2,GER,paula mollenhauer,39.8,Athletics,discus throw,Berlin,1936,women
366,0,GER,karl hein,56.49,Athletics,hammer throw,Berlin,1936,men
367,1,GER,erwin blask,55.04,Athletics,hammer throw,Berlin,1936,men
368,2,SWE,alfred warngard,54.83,Athletics,hammer throw,Berlin,1936,men
397,0,USA,cornelius cooper johnson,2.03,Athletics,high jump,Berlin,1936,men
398,1,USA,david donald albritton,2,Athletics,high jump,Berlin,1936,men
399,2,USA,delos packard thurber,2,Athletics,high jump,Berlin,1936,men
428,0,HUN,ibolya csak,1.6,Athletics,high jump,Berlin,1936,women
429,1,GBR,dorothy beatrice j. odam-tyler,1.6,Athletics,high jump,Berlin,1936,women
430,2,GER,elfriede kaun,1.6,Athletics,high jump,Berlin,1936,women
448,0,GER,gerhard stöck,71.84,Athletics,javelin throw,Berlin,1936,men
449,1,FIN,yrjo jouko nikkanen,70.77,Athletics,javelin throw,Berlin,1936,men
450,2,FIN,kaarlo kalervo toivonen,70.72,Athletics,javelin throw,Berlin,1936,men
472,0,GER,mathilde (tilly) fleischer,42.19,Athletics,javelin throw,Berlin,1936,women
473,1,GER,luise krüger,42.96,Athletics,javelin throw,Berlin,1936,women
474,2,POL,marja jadwiga kwasniewska-maleszewska,37.77,Athletics,javelin throw,Berlin,1936,women
488,0,USA,jesse owens,8.06w,Athletics,long jump,Berlin,1936,men
489,1,GER,carl ludwig luz long,7.87w,Athletics,long jump,Berlin,1936,men
490,2,JPN,naoto tajima,7.74w,Athletics,long jump,Berlin,1936,men
537,0,JPN,kitei son,02:29:19.200,Athletics,marathon,Berlin,1936,men
538,1,GBR,ernest harper,02:31:23.200,Athletics,marathon,Berlin,1936,men
539,2,JPN,shoryu nan,02:31:42.000,Athletics,marathon,Berlin,1936,men
597,0,USA,earle elmer meadows,4.35,Athletics,pole vault,Berlin,1936,men
598,1,JPN,shuhei nishida,4.25,Athletics,pole vault,Berlin,1936,men
599,2,JPN,sueo oe,4.25,Athletics,pole vault,Berlin,1936,men
628,0,GER,hans woellke,16.2,Athletics,shot put,Berlin,1936,men
629,1,FIN,sulo bärlund,16.12,Athletics,shot put,Berlin,1936,men
630,2,GER,gerhard stöck,15.66,Athletics,shot put,Berlin,1936,men
666,0,JPN,naoto tajima,16,Athletics,triple jump,Berlin,1936,men
667,1,JPN,masao harada,15.66,Athletics,triple jump,Berlin,1936,men
668,2,AUS,john patrick metcalfe,15.5,Athletics,triple jump,Berlin,1936,men
0,0,USA,adolph gustav kiefer,00:01:05.900,Swimming,100m backstroke,Berlin,1936,men
1,1,USA,al vande weghe,00:01:07.700,Swimming,100m backstroke,Berlin,1936,men
2,2,JPN,masaji kiyokawa,00:01:08.400,Swimming,100m backstroke,Berlin,1936,men
15,0,NED,dina willemina jacoba senff,00:01:18.900,Swimming,100m backstroke,Berlin,1936,women
16,1,NED,hendrika mastenbroek,00:01:19.200,Swimming,100m backstroke,Berlin,1936,women
17,2,USA,alice w. bridges,00:01:19.400,Swimming,100m backstroke,Berlin,1936,women
23,0,HUN,ferenc csik,57.600,Swimming,100m freestyle,Berlin,1936,men
24,1,JPN,masanori yusa,57.900,Swimming,100m freestyle,Berlin,1936,men
25,2,JPN,shigeo arai,58.000,Swimming,100m freestyle,Berlin,1936,men
37,0,NED,hendrika mastenbroek,00:01:05.900,Swimming,100m freestyle,Berlin,1936,women
38,1,ARG,jeanette morven campbell,00:01:06.400,Swimming,100m freestyle,Berlin,1936,women
39,2,GER,gisela arendt-jacobs,00:01:06.600,Swimming,100m freestyle,Berlin,1936,women
48,0,JPN,noboru terada,00:19:13.700,Swimming,1500m freestyle,Berlin,1936,men
49,1,USA,jack c. medica,00:19:34.000,Swimming,1500m freestyle,Berlin,1936,men
50,2,JPN,shunpei uto,00:19:34.500,Swimming,1500m freestyle,Berlin,1936,men
62,0,JPN,tetsuo hamuro,00:02:41.500,Swimming,200m breaststroke,Berlin,1936,men
63,1,GER,erwin sietas,00:02:42.900,Swimming,200m breaststroke,Berlin,1936,men
64,2,JPN,reizo koike,00:02:44.200,Swimming,200m breaststroke,Berlin,1936,men
81,0,JPN,hideko maehata,00:03:03.600,Swimming,200m breaststroke,Berlin,1936,women
82,1,GER,martha genenger,00:03:04.200,Swimming,200m breaststroke,Berlin,1936,women
83,2,DEN,inge sörensen,00:03:07.800,Swimming,200m breaststroke,Berlin,1936,women
91,0,USA,jack c. medica,00:04:44.500,Swimming,400m freestyle,Berlin,1936,men
92,1,JPN,shunpei uto,00:04:45.600,Swimming,400m freestyle,Berlin,1936,men
93,2,JPN,shozo makino,00:04:48.100,Swimming,400m freestyle,Berlin,1936,men
105,0,NED,hendrika mastenbroek,00:05:26.400,Swimming,400m freestyle,Berlin,1936,women
106,1,DEN,ragnild tove hveger,00:05:27.500,Swimming,400m freestyle,Berlin,1936,women
107,2,USA,lenore kight-wingard,00:05:29.000,Swimming,400m freestyle,Berlin,1936,women
124,0,,,00:04:36.000,Swimming,4x100m freestyle relay,Berlin,1936,women
125,1,,,00:04:36.800,Swimming,4x100m freestyle relay,Berlin,1936,women
126,2,,,00:04:40.200,Swimming,4x100m freestyle relay,Berlin,1936,women
131,0,,,00:08:51.500,Swimming,4x200m freestyle relay,Berlin,1936,men
132,1,,,00:09:03.000,Swimming,4x200m freestyle relay,Berlin,1936,men
133,2,,,00:09:12.300,Swimming,4x200m freestyle relay,Berlin,1936,men
0,0,EGY,anwar mousbah,OR,Weightlifting,60-67.5kg lightweight,Berlin,1936,men
1,1,AUT,robert fein,OR,Weightlifting,60-67.5kg lightweight,Berlin,1936,men
16,0,USA,anthony terlazzo,OR,Weightlifting,60kg featherweight,Berlin,1936,men
37,0,EGY,khadr el-touni,OR,Weightlifting,67.5-75kg middleweight,Berlin,1936,men
53,0,FRA,louis hostin,OR,Weightlifting,75-82.5kg total lightheavyweight,Berlin,1936,men
67,0,GER,josef manger,OR,Weightlifting,82.5kg heavyweight,Berlin,1936,men
0,0,TCH,emil zatopek,00:29:17.000,Athletics,10000m,Helsinki,1952,men
1,1,FRA,alain mimoun,00:29:32.800,Athletics,10000m,Helsinki,1952,men
2,2,URS,aleksandr anufriyev,00:29:48.200,Athletics,10000m,Helsinki,1952,men
51,0,SWE,john mikaelsson,00:45:02.800,Athletics,10000m walk,Helsinki,1952,men
52,1,SUI,erich arthur fritz schwab,00:45:41.000,Athletics,10000m walk,Helsinki,1952,men
53,2,URS,bruno junk,00:45:41.000,Athletics,10000m walk,Helsinki,1952,men
69,0,USA,lindy remigino,10.400,Athletics,100m,Helsinki,1952,men
70,1,JAM,herbert mckenley,10.400,Athletics,100m,Helsinki,1952,men
71,2,GBR,emmanuel mcdonald bailey,10.400,Athletics,100m,Helsinki,1952,men
88,0,AUS,marjorie jackson,11.500,Athletics,100m,Helsinki,1952,women
89,1,RSA,daphne lilian evelyn robb-hasenjäger,11.800,Athletics,100m,Helsinki,1952,women
90,2,AUS,shirley strickland-de la hunty,11.900,Athletics,100m,Helsinki,1952,women
97,0,USA,harrison dillard,13.700,Athletics,110m hurdles,Helsinki,1952,men
98,1,USA,jack davis,13.700,Athletics,110m hurdles,Helsinki,1952,men
99,2,USA,arthur barnard,14.100,Athletics,110m hurdles,Helsinki,1952,men
108,0,LUX,joseph barthel,00:03:45.200,Athletics,1500m,Helsinki,1952,men
109,1,USA,robert mcmillen,00:03:45.200,Athletics,1500m,Helsinki,1952,men
110,2,GER,werner lueg,00:03:45.400,Athletics,1500m,Helsinki,1952,men
132,0,USA,andrew william stanfield,20.700,Athletics,200m,Helsinki,1952,men
133,1,USA,walter thane baker,20.800,Athletics,200m,Helsinki,1952,men
134,2,USA,jimmy gathers,20.800,Athletics,200m,Helsinki,1952,men
157,0,AUS,marjorie jackson,23.700,Athletics,200m,Helsinki,1952,women
158,1,NED,bertha brouwer,24.200,Athletics,200m,Helsinki,1952,women
159,2,URS,nadezhda khnykina-dvalishvili,24.200,Athletics,200m,Helsinki,1952,women
171,0,USA,horace iii ashenfelter,00:08:45.400,Athletics,3000m steeplechase,Helsinki,1952,men
172,1,URS,vladimir kazantsev,00:08:51.600,Athletics,3000m steeplechase,Helsinki,1952,men
173,2,GBR,john ivor disley,00:08:51.800,Athletics,3000m steeplechase,Helsinki,1952,men
189,0,USA,charles hewes jr. moore,50.800,Athletics,400m hurdles,Helsinki,1952,men
190,1,URS,yury lituyev,51.300,Athletics,400m hurdles,Helsinki,1952,men
191,2,NZL,john macfarlane holland,52.200,Athletics,400m hurdles,Helsinki,1952,men
198,0,JAM,vincent george rhoden,45.900,Athletics,400m,Helsinki,1952,men
199,1,JAM,herbert mckenley,45.900,Athletics,400m,Helsinki,1952,men
200,2,USA,oliver adrian matson,46.800,Athletics,400m,Helsinki,1952,men
216,0,,,40.100,Athletics,4x100m relay,Helsinki,1952,men
217,1,,,40.300,Athletics,4x100m relay,Helsinki,1952,men
218,2,,,40.500,Athletics,4x100m relay,Helsinki,1952,men
227,0,,,45.900,Athletics,4x100m relay,Helsinki,1952,women
228,1,,,45.900,Athletics,4x100m relay,Helsinki,1952,women
229,2,,,46.200,Athletics,4x100m relay,Helsinki,1952,women
234,0,,,00:03:03.900,Athletics,4x400m relay,Helsinki,1952,men
235,1,,,00:03:04.000,Athletics,4x400m relay,Helsinki,1952,men
236,2,,,00:03:06.600,Athletics,4x400m relay,Helsinki,1952,men
244,0,TCH,emil zatopek,00:14:06.600,Athletics,5000m,Helsinki,1952,men
245,1,FRA,alain mimoun,00:14:07.400,Athletics,5000m,Helsinki,1952,men
246,2,GER,herbert schade,00:14:08.600,Athletics,5000m,Helsinki,1952,men
268,0,ITA,giuseppe dordoni,04:28:07.800,Athletics,50km walk,Helsinki,1952,men
269,1,TCH,josef dolezal,04:30:17.800,Athletics,50km walk,Helsinki,1952,men
270,2,HUN,antal roka,04:31:27.200,Athletics,50km walk,Helsinki,1952,men
301,0,USA,malvin groston whitfield,00:01:49.200,Athletics,800m,Helsinki,1952,men
302,1,JAM,arthur wint,00:01:49.400,Athletics,800m,Helsinki,1952,men
303,2,GER,heinz ulzheimer,00:01:49.700,Athletics,800m,Helsinki,1952,men
320,0,AUS,shirley strickland-de la hunty,10.900,Athletics,80m hurdles,Helsinki,1952,women
321,1,URS,mariya golubnichaya,11.100,Athletics,80m hurdles,Helsinki,1952,women
322,2,GER,maria sander-domagella,11.100,Athletics,80m hurdles,Helsinki,1952,women
331,0,USA,robert mathias,328,Athletics,decathlon,Helsinki,1952,men
332,1,USA,milton gray campbell,216,Athletics,decathlon,Helsinki,1952,men
333,2,USA,floyd macon jr. simmons,309,Athletics,decathlon,Helsinki,1952,men
364,0,USA,simeon garland iness,55.03,Athletics,discus throw,Helsinki,1952,men
365,1,ITA,adolfo consolini,53.78,Athletics,discus throw,Helsinki,1952,men
366,2,USA,james leo dillion,53.28,Athletics,discus throw,Helsinki,1952,men
387,0,URS,nina romashkova-ponomareva,51.42,Athletics,discus throw,Helsinki,1952,women
388,1,URS,yelizaveta bagryantseva,47.08,Athletics,discus throw,Helsinki,1952,women
389,2,URS,nina dumbadze,46.29,Athletics,discus throw,Helsinki,1952,women
406,0,HUN,jozsef csermak,60.34,Athletics,hammer throw,Helsinki,1952,men
407,1,GER,karl storch,58.86,Athletics,hammer throw,Helsinki,1952,men
408,2,HUN,imre nemeth,57.74,Athletics,hammer throw,Helsinki,1952,men
438,0,USA,walter francis davis,2.04,Athletics,high jump,Helsinki,1952,men
439,1,USA,kenneth george wiesner,2.01,Athletics,high jump,Helsinki,1952,men
440,2,BRA,josé telles da conceição,1.98,Athletics,high jump,Helsinki,1952,men
468,0,RSA,esther cornelia brand,1.67,Athletics,high jump,Helsinki,1952,women
469,1,GBR,sheila lerwill,1.65,Athletics,high jump,Helsinki,1952,women
470,2,URS,aleksandra chudina,1.63,Athletics,high jump,Helsinki,1952,women
487,0,USA,cyrus c. jr. young,73.78,Athletics,javelin throw,Helsinki,1952,men
488,1,USA,william preston miller,72.46,Athletics,javelin throw,Helsinki,1952,men
489,2,FIN,toivo armas hyytiäinen,71.89,Athletics,javelin throw,Helsinki,1952,men
505,0,TCH,dana ingrova-zatopkova,50.47,Athletics,javelin throw,Helsinki,1952,women
506,1,URS,aleksandra chudina,50.01,Athletics,javelin throw,Helsinki,1952,women
507,2,URS,elena gorchakova,49.76,Athletics,javelin throw,Helsinki,1952,women
524,0,USA,jerome cousins biffle,7.57,Athletics,long jump,Helsinki,1952,men
525,1,USA,meredith charles gourdine,7.53,Athletics,long jump,Helsinki,1952,men
526,2,HUN,ödön földessy,7.3,Athletics,long jump,Helsinki,1952,men
550,0,NZL,yvette winefred williams,6.24,Athletics,long jump,Helsinki,1952,women
551,1,URS,aleksandra chudina,6.14,Athletics,long jump,Helsinki,1952,women
552,2,GBR,shirley cawley,5.92,Athletics,long jump,Helsinki,1952,women
576,0,TCH,emil zatopek,02:23:03.200,Athletics,marathon,Helsinki,1952,men
577,1,ARG,reinaldo gorno,02:25:35.000,Athletics,marathon,Helsinki,1952,men
578,2,SWE,gustaf jansson,02:26:07.000,Athletics,marathon,Helsinki,1952,men
644,0,USA,bob richards,4.55,Athletics,pole vault,Helsinki,1952,men
645,1,USA,donald robert laz,4.5,Athletics,pole vault,Helsinki,1952,men
646,2,SWE,ragnar lundberg,4.4,Athletics,pole vault,Helsinki,1952,men
669,0,USA,parry o'brien,17.41,Athletics,shot put,Helsinki,1952,men
670,1,USA,darrow clarence hooper,17.39,Athletics,shot put,Helsinki,1952,men
671,2,USA,james emanuel fuchs,17.06,Athletics,shot put,Helsinki,1952,men
686,0,URS,galina zybina,15.28,Athletics,shot put,Helsinki,1952,women
687,1,GER,marianne werner-schulze-entrup,14.57,Athletics,shot put,Helsinki,1952,women
688,2,URS,klavdiya tochonova,14.5,Athletics,shot put,Helsinki,1952,women
706,0,BRA,adhemar ferreira da silva,16.22,Athletics,triple jump,Helsinki,1952,men
707,1,URS,leonid shcherbakov,15.98,Athletics,triple jump,Helsinki,1952,men
708,2,VEN,arnoldo devonish,15.52,Athletics,triple jump,Helsinki,1952,men
0,0,USA,yoshinobu oyakawa,00:01:05.400,Swimming,100m backstroke,Helsinki,1952,men
1,1,FRA,gilbert bozon,00:01:06.200,Swimming,100m backstroke,Helsinki,1952,men
2,2,USA,jack george neil taylor,00:01:06.400,Swimming,100m backstroke,Helsinki,1952,men
42,0,RSA,joan cynthia harrison,00:01:14.300,Swimming,100m backstroke,Helsinki,1952,women
43,1,NED,geertje wielema,00:01:14.500,Swimming,100m backstroke,Helsinki,1952,women
44,2,NZL,jean stewart,00:01:15.800,Swimming,100m backstroke,Helsinki,1952,women
66,0,USA,clark currie scholes,57.400,Swimming,100m freestyle,Helsinki,1952,men
67,1,JPN,hiroshi suzuki,57.400,Swimming,100m freestyle,Helsinki,1952,men
68,2,SWE,göran larsson,58.200,Swimming,100m freestyle,Helsinki,1952,men
132,0,HUN,katalin szöke,00:01:06.800,Swimming,100m freestyle,Helsinki,1952,women
133,1,NED,johanna maria termeulen,00:01:07.000,Swimming,100m freestyle,Helsinki,1952,women
134,2,HUN,judith temes,00:01:07.100,Swimming,100m freestyle,Helsinki,1952,women
175,0,USA,ford hiroshi konno,00:18:30.300,Swimming,1500m freestyle,Helsinki,1952,men
176,1,JPN,shiro hashizume,00:18:41.400,Swimming,1500m freestyle,Helsinki,1952,men
177,2,BRA,tetsuo okamoto,00:18:51.300,Swimming,1500m freestyle,Helsinki,1952,men
216,0,AUS,john griffith davies,00:02:34.400,Swimming,200m breaststroke,Helsinki,1952,men
217,1,USA,bowen dow stassforth,00:02:34.700,Swimming,200m breaststroke,Helsinki,1952,men
218,2,GER,herbert klein,00:02:35.900,Swimming,200m breaststroke,Helsinki,1952,men
261,0,HUN,eva szekely,00:02:51.700,Swimming,200m breaststroke,Helsinki,1952,women
262,1,HUN,eva novak-gerard,00:02:54.400,Swimming,200m breaststroke,Helsinki,1952,women
263,2,GBR,helen orr gordon-mckay,00:02:57.600,Swimming,200m breaststroke,Helsinki,1952,women
0,0,URS,ivan udodov,315,Weightlifting,-56kg (bantamweight),Helsinki,1952,men
1,1,IRI,mahmoud namdjou,307.5,Weightlifting,-56kg (bantamweight),Helsinki,1952,men
2,2,IRI,ali mirzai,300,Weightlifting,-56kg (bantamweight),Helsinki,1952,men
19,0,URS,rapael chimishk'iani,337.5,Weightlifting,56 - 60kg (featherweight),Helsinki,1952,men
20,1,URS,nikolai saksonov,332.5,Weightlifting,56 - 60kg (featherweight),Helsinki,1952,men
21,2,TTO,rodney adolphus wilkes,322.5,Weightlifting,56 - 60kg (featherweight),Helsinki,1952,men
41,0,USA,thomas tamio kono,362.5,Weightlifting,60 - 67.5kg (lightweight),Helsinki,1952,men
42,1,URS,yevgeni lopatin,350,Weightlifting,60 - 67.5kg (lightweight),Helsinki,1952,men
43,2,AUS,verdi barberis,350,Weightlifting,60 - 67.5kg (lightweight),Helsinki,1952,men
65,0,USA,peter t. george,400,Weightlifting,"67.5 - 75kg, (middleweight)",Helsinki,1952,men
66,1,CAN,gerald a. gratton,390,Weightlifting,"67.5 - 75kg, (middleweight)",Helsinki,1952,men
67,2,KOR,sung-jip kim,382.5,Weightlifting,"67.5 - 75kg, (middleweight)",Helsinki,1952,men
86,0,URS,trofim lomakin,OR,Weightlifting,75-82.5kg total lightheavyweight,Helsinki,1952,men
109,0,USA,norbert schemansky,WR,Weightlifting,825  90kg total middleheavyweight,Helsinki,1952,men
129,0,USA,john henry jr. davis,OR,Weightlifting,90kg heavyweight,Helsinki,1952,men
0,0,RSA,reggie walker,10.800,Athletics,100m,London,1908,men
1,1,USA,james rector,11.0est / at 1½ feet,Athletics,100m,London,1908,men
2,2,CAN,robert kerr,11.0est / close behind,Athletics,100m,London,1908,men
35,0,GBR,george edward larner,01:15:57.400,Athletics,10miles walk 1609m,London,1908,men
36,1,GBR,ernie webb,01:17:31.000,Athletics,10miles walk 1609m,London,1908,men
37,2,GBR,edward adams spencer,01:21:20.200,Athletics,10miles walk 1609m,London,1908,men
63,0,USA,forrest smithson,15.000,Athletics,110m hurdles,London,1908,men
64,1,USA,john carlyle garrels,15.7est,Athletics,110m hurdles,London,1908,men
65,2,USA,arthur shaw,15.8est,Athletics,110m hurdles,London,1908,men
100,0,USA,melvin sheppard,00:04:03.400,Athletics,1500m,London,1908,men
101,1,GBR,harold wilson,4:03.6est,Athletics,1500m,London,1908,men
102,2,GBR,norman hallows,4:04.0est,Athletics,1500m,London,1908,men
138,0,CAN,robert kerr,22.600,Athletics,200m,London,1908,men
139,1,USA,robert cloughen,22.6est / at 2 feet,Athletics,200m,London,1908,men
140,2,USA,john nathaniel cartmell,22.7est,Athletics,200m,London,1908,men
174,0,GBR,arthur russell,00:10:47.800,Athletics,3200m steeplechase,London,1908,men
175,1,GBR,arthur james robertson,10:48.8est / at 4 yards,Athletics,3200m steeplechase,London,1908,men
176,2,USA,john lincoln eisele,11:00.8est / at 35 yards,Athletics,3200m steeplechase,London,1908,men
204,0,GBR,george edward larner,00:14:55.000,Athletics,3500m walk,London,1908,men
205,1,GBR,ernie webb,00:15:07.400,Athletics,3500m walk,London,1908,men
206,2,ANZ,harry kerr,00:15:43.400,Athletics,3500m walk,London,1908,men
218,0,,,6,Athletics,3miles team 4828m,London,1908,men
219,1,,,19,Athletics,3miles team 4828m,London,1908,men
220,2,,,32,Athletics,3miles team 4828m,London,1908,men
223,0,USA,charles joseph bacon,55.000,Athletics,400m hurdles,London,1908,men
